state,state_name_count,feed_date
Connecticut,0,2024-09-18
Delaware,0,2024-09-18
Florida,0,2024-09-18
Georgia,0,2024-09-18
Hawaii,0,2024-09-18
Idaho,0,2024-09-18
Illinois,0,2024-09-18
Indiana,0,2024-09-18
Iowa,1,2024-09-18
Kansas,0,2024-09-18
Kentucky,0,2024-09-18
Louisiana,0,2024-09-18
Maine,1,2024-09-18
Maryland,2,2024-09-18
Massachusetts,0,2024-09-18
Michigan,0,2024-09-18
Minnesota,2,2024-09-18
Mississippi,0,2024-09-18
Missouri,0,2024-09-18
Montana,0,2024-09-18
Nebraska,0,2024-09-18
Nevada,0,2024-09-18
New Hampshire,0,2024-09-18
New Jersey,0,2024-09-18
New Mexico,0,2024-09-18
New York,0,2024-09-18
North Carolina,1,2024-09-18
North Dakota,0,2024-09-18
Ohio,0,2024-09-18
Oklahoma,0,2024-09-18
Oregon,1,2024-09-18
Pennsylvania,1,2024-09-18
Rhode Island,0,2024-09-18
South Carolina,1,2024-09-18
South Dakota,0,2024-09-18
Tennessee,0,2024-09-18
Texas,3,2024-09-18
Utah,0,2024-09-18
Vermont,0,2024-09-18
Virginia,0,2024-09-18
Washington,21,2024-09-18
West Virginia,0,2024-09-18
Wisconsin,0,2024-09-18
Wyoming,0,2024-09-18
DC,0,2024-09-18
Alabama,0,2024-09-24
Alaska,0,2024-09-24
Arizona,2,2024-09-24
Arkansas,0,2024-09-24
California,0,2024-09-24
Colorado,0,2024-09-24
Connecticut,0,2024-09-24
Delaware,0,2024-09-24
Florida,0,2024-09-24
Georgia,0,2024-09-24
Hawaii,0,2024-09-24
Idaho,0,2024-09-24
Illinois,0,2024-09-24
Indiana,0,2024-09-24
Iowa,0,2024-09-24
Kansas,0,2024-09-24
Kentucky,0,2024-09-24
Louisiana,0,2024-09-24
Maine,0,2024-09-24
Maryland,0,2024-09-24
Massachusetts,0,2024-09-24
Michigan,0,2024-09-24
Minnesota,0,2024-09-24
Mississippi,0,2024-09-24
Missouri,0,2024-09-24
Montana,0,2024-09-24
Nebraska,3,2024-09-24
Nevada,0,2024-09-24
New Hampshire,0,2024-09-24
New Jersey,0,2024-09-24
New Mexico,0,2024-09-24
New York,2,2024-09-24
North Carolina,1,2024-09-24
North Dakota,0,2024-09-24
Ohio,0,2024-09-24
Oklahoma,0,2024-09-24
Oregon,0,2024-09-24
Pennsylvania,3,2024-09-24
Rhode Island,0,2024-09-24
South Carolina,0,2024-09-24
South Dakota,0,2024-09-24
Tennessee,0,2024-09-24
Texas,0,2024-09-24
Utah,0,2024-09-24
Vermont,0,2024-09-24
Virginia,0,2024-09-24
Washington,3,2024-09-24
West Virginia,0,2024-09-24
Wisconsin,0,2024-09-24
Wyoming,0,2024-09-24
DC,1,2024-09-24
Alabama,1,2024-09-26
Alaska,0,2024-09-26
Arizona,1,2024-09-26
Arkansas,0,2024-09-26
California,0,2024-09-26
Colorado,0,2024-09-26
Connecticut,0,2024-09-26
Delaware,0,2024-09-26
Florida,1,2024-09-26
Georgia,0,2024-09-26
Hawaii,0,2024-09-26
Idaho,0,2024-09-26
Illinois,0,2024-09-26
Indiana,0,2024-09-26
Iowa,0,2024-09-26
Kansas,0,2024-09-26
Kentucky,0,2024-09-26
Louisiana,0,2024-09-26
Maine,0,2024-09-26
Maryland,0,2024-09-26
Massachusetts,0,2024-09-26
Michigan,15,2024-09-26
Minnesota,0,2024-09-26
Mississippi,0,2024-09-26
Missouri,0,2024-09-26
Montana,0,2024-09-26
Nebraska,0,2024-09-26
Nevada,0,2024-09-26
New Hampshire,0,2024-09-26
New Jersey,0,2024-09-26
New Mexico,0,2024-09-26
New York,2,2024-09-26
North Carolina,0,2024-09-26
North Dakota,0,2024-09-26
Ohio,0,2024-09-26
Oklahoma,0,2024-09-26
Oregon,0,2024-09-26
Pennsylvania,34,2024-09-26
Rhode Island,0,2024-09-26
South Carolina,0,2024-09-26
South Dakota,0,2024-09-26
Tennessee,0,2024-09-26
Texas,2,2024-09-26
Utah,0,2024-09-26
Vermont,0,2024-09-26
Virginia,0,2024-09-26
Washington,0,2024-09-26
West Virginia,0,2024-09-26
Wisconsin,0,2024-09-26
Wyoming,0,2024-09-26
DC,0,2024-09-26
Alabama,0,2024-09-27
Alaska,0,2024-09-27
Arizona,2,2024-09-27
Arkansas,0,2024-09-27
California,1,2024-09-27
Colorado,0,2024-09-27
Connecticut,0,2024-09-27
Delaware,0,2024-09-27
Florida,2,2024-09-27
Georgia,3,2024-09-27
Hawaii,0,2024-09-27
Idaho,0,2024-09-27
Illinois,0,2024-09-27
Indiana,0,2024-09-27
Iowa,0,2024-09-27
Kansas,2,2024-09-27
Kentucky,0,2024-09-27
Louisiana,0,2024-09-27
Maine,0,2024-09-27
Maryland,0,2024-09-27
Massachusetts,0,2024-09-27
Michigan,2,2024-09-27
Minnesota,0,2024-09-27
Mississippi,0,2024-09-27
Missouri,0,2024-09-27
Montana,0,2024-09-27
Nebraska,2,2024-09-27
Nevada,0,2024-09-27
New Hampshire,0,2024-09-27
New Jersey,0,2024-09-27
New Mexico,0,2024-09-27
New York,10,2024-09-27
North Carolina,11,2024-09-27
North Dakota,0,2024-09-27
Ohio,0,2024-09-27
Oklahoma,0,2024-09-27
Oregon,0,2024-09-27
Pennsylvania,5,2024-09-27
Rhode Island,0,2024-09-27
South Carolina,0,2024-09-27
South Dakota,0,2024-09-27
Tennessee,0,2024-09-27
Texas,1,2024-09-27
Utah,0,2024-09-27
Vermont,0,2024-09-27
Virginia,0,2024-09-27
Washington,8,2024-09-27
West Virginia,0,2024-09-27
Wisconsin,1,2024-09-27
Wyoming,0,2024-09-27
DC,2,2024-09-27
Alabama,0,2024-08-14
Alaska,0,2024-08-14
Arizona,3,2024-08-14
Arkansas,0,2024-08-14
California,4,2024-08-14
Colorado,0,2024-08-14
Connecticut,0,2024-08-14
Delaware,0,2024-08-14
Florida,1,2024-08-14
Georgia,1,2024-08-14
Hawaii,0,2024-08-14
Idaho,0,2024-08-14
Illinois,0,2024-08-14
Indiana,0,2024-08-14
Iowa,0,2024-08-14
Kansas,0,2024-08-14
Kentucky,0,2024-08-14
Louisiana,0,2024-08-14
Maine,0,2024-08-14
Maryland,2,2024-08-14
Massachusetts,0,2024-08-14
Michigan,1,2024-08-14
Minnesota,2,2024-08-14
Mississippi,0,2024-08-14
Missouri,1,2024-08-14
Montana,0,2024-08-14
Nebraska,13,2024-08-14
Nevada,0,2024-08-14
New Hampshire,0,2024-08-14
New Jersey,1,2024-08-14
New Mexico,0,2024-08-14
New York,12,2024-08-14
North Carolina,0,2024-08-14
North Dakota,0,2024-08-14
Ohio,0,2024-08-14
Oklahoma,0,2024-08-14
Oregon,0,2024-08-14
Pennsylvania,1,2024-08-14
Rhode Island,0,2024-08-14
South Carolina,0,2024-08-14
South Dakota,0,2024-08-14
Tennessee,0,2024-08-14
Texas,0,2024-08-14
Utah,0,2024-08-14
Vermont,2,2024-08-14
Virginia,0,2024-08-14
Washington,0,2024-08-14
West Virginia,0,2024-08-14
Wisconsin,4,2024-08-14
Wyoming,0,2024-08-14
DC,0,2024-08-14
Alabama,0,2024-08-28
Alaska,0,2024-08-28
Arizona,0,2024-08-28
Arkansas,0,2024-08-28
California,12,2024-08-28
Colorado,0,2024-08-28
Connecticut,0,2024-08-28
Delaware,0,2024-08-28
Florida,1,2024-08-28
Georgia,5,2024-08-28
Hawaii,0,2024-08-28
Idaho,0,2024-08-28
Illinois,0,2024-08-28
Indiana,0,2024-08-28
Iowa,0,2024-08-28
Kansas,0,2024-08-28
Kentucky,0,2024-08-28
Louisiana,0,2024-08-28
Maine,0,2024-08-28
Maryland,0,2024-08-28
Massachusetts,0,2024-08-28
Michigan,9,2024-08-28
Minnesota,3,2024-08-28
Mississippi,0,2024-08-28
Missouri,0,2024-08-28
Montana,0,2024-08-28
Nebraska,0,2024-08-28
Nevada,9,2024-08-28
New Hampshire,0,2024-08-28
New Jersey,0,2024-08-28
New Mexico,0,2024-08-28
New York,0,2024-08-28
North Carolina,9,2024-08-28
North Dakota,0,2024-08-28
Ohio,0,2024-08-28
Oklahoma,0,2024-08-28
Oregon,0,2024-08-28
Pennsylvania,0,2024-08-28
Rhode Island,0,2024-08-28
South Carolina,0,2024-08-28
South Dakota,0,2024-08-28
Tennessee,0,2024-08-28
Texas,1,2024-08-28
Utah,0,2024-08-28
Vermont,0,2024-08-28
Virginia,0,2024-08-28
Washington,6,2024-08-28
West Virginia,0,2024-08-28
Wisconsin,27,2024-08-28
Wyoming,0,2024-08-28
DC,4,2024-08-28
Alabama,0,2024-08-29
Alaska,0,2024-08-29
Arizona,0,2024-08-29
Arkansas,2,2024-08-29
California,0,2024-08-29
Colorado,0,2024-08-29
Connecticut,0,2024-08-29
Delaware,4,2024-08-29
Florida,0,2024-08-29
Georgia,2,2024-08-29
Hawaii,0,2024-08-29
Idaho,0,2024-08-29
Illinois,0,2024-08-29
Indiana,0,2024-08-29
Iowa,0,2024-08-29
Kansas,6,2024-08-29
Kentucky,0,2024-08-29
Louisiana,0,2024-08-29
Maine,0,2024-08-29
Maryland,0,2024-08-29
Massachusetts,0,2024-08-29
Michigan,0,2024-08-29
Minnesota,1,2024-08-29
Mississippi,0,2024-08-29
Missouri,0,2024-08-29
Montana,0,2024-08-29
Nebraska,13,2024-08-29
Nevada,0,2024-08-29
New Hampshire,0,2024-08-29
New Jersey,0,2024-08-29
New Mexico,0,2024-08-29
New York,8,2024-08-29
North Carolina,0,2024-08-29
North Dakota,0,2024-08-29
Ohio,7,2024-08-29
Oklahoma,0,2024-08-29
Oregon,0,2024-08-29
Pennsylvania,0,2024-08-29
Rhode Island,0,2024-08-29
South Carolina,0,2024-08-29
South Dakota,0,2024-08-29
Tennessee,0,2024-08-29
Texas,2,2024-08-29
Utah,0,2024-08-29
Vermont,0,2024-08-29
Virginia,0,2024-08-29
Washington,2,2024-08-29
West Virginia,0,2024-08-29
Wisconsin,0,2024-08-29
Wyoming,0,2024-08-29
DC,0,2024-08-29
Alabama,0,2024-08-15
Alaska,0,2024-08-15
Arizona,2,2024-08-15
Arkansas,0,2024-08-15
California,2,2024-08-15
Colorado,0,2024-08-15
Connecticut,0,2024-08-15
Delaware,0,2024-08-15
Florida,0,2024-08-15
Georgia,3,2024-08-15
Hawaii,0,2024-08-15
Idaho,0,2024-08-15
Illinois,0,2024-08-15
Indiana,0,2024-08-15
Iowa,0,2024-08-15
Kansas,0,2024-08-15
Kentucky,0,2024-08-15
Louisiana,0,2024-08-15
Maine,0,2024-08-15
Maryland,3,2024-08-15
Massachusetts,0,2024-08-15
Michigan,1,2024-08-15
Minnesota,4,2024-08-15
Mississippi,0,2024-08-15
Missouri,0,2024-08-15
Montana,0,2024-08-15
Nebraska,12,2024-08-15
Nevada,0,2024-08-15
New Hampshire,0,2024-08-15
New Jersey,0,2024-08-15
New Mexico,0,2024-08-15
New York,12,2024-08-15
North Carolina,0,2024-08-15
North Dakota,0,2024-08-15
Ohio,0,2024-08-15
Oklahoma,0,2024-08-15
Oregon,0,2024-08-15
Pennsylvania,1,2024-08-15
Rhode Island,0,2024-08-15
South Carolina,0,2024-08-15
South Dakota,0,2024-08-15
Tennessee,0,2024-08-15
Texas,0,2024-08-15
Utah,0,2024-08-15
Vermont,0,2024-08-15
Virginia,0,2024-08-15
Washington,5,2024-08-15
West Virginia,0,2024-08-15
Wisconsin,3,2024-08-15
Wyoming,0,2024-08-15
DC,0,2024-08-15
Alabama,1,2024-08-17
Alaska,0,2024-08-17
Arizona,2,2024-08-17
Arkansas,2,2024-08-17
California,0,2024-08-17
Colorado,0,2024-08-17
Connecticut,0,2024-08-17
Delaware,0,2024-08-17
Florida,0,2024-08-17
Georgia,0,2024-08-17
Hawaii,0,2024-08-17
Idaho,0,2024-08-17
Illinois,0,2024-08-17
Indiana,0,2024-08-17
Iowa,2,2024-08-17
Kansas,0,2024-08-17
Kentucky,0,2024-08-17
Louisiana,0,2024-08-17
Maine,0,2024-08-17
Maryland,0,2024-08-17
Massachusetts,0,2024-08-17
Michigan,2,2024-08-17
Minnesota,1,2024-08-17
Mississippi,0,2024-08-17
Missouri,0,2024-08-17
Montana,0,2024-08-17
Nebraska,0,2024-08-17
Nevada,0,2024-08-17
New Hampshire,0,2024-08-17
New Jersey,3,2024-08-17
New Mexico,0,2024-08-17
New York,8,2024-08-17
North Carolina,3,2024-08-17
North Dakota,0,2024-08-17
Ohio,1,2024-08-17
Oklahoma,0,2024-08-17
Oregon,0,2024-08-17
Pennsylvania,2,2024-08-17
Rhode Island,0,2024-08-17
South Carolina,0,2024-08-17
South Dakota,0,2024-08-17
Tennessee,0,2024-08-17
Texas,0,2024-08-17
Utah,0,2024-08-17
Vermont,0,2024-08-17
Virginia,1,2024-08-17
Washington,5,2024-08-17
West Virginia,0,2024-08-17
Wisconsin,2,2024-08-17
Wyoming,0,2024-08-17
DC,0,2024-08-17
Alabama,0,2024-08-16
Alaska,0,2024-08-16
Arizona,0,2024-08-16
Arkansas,0,2024-08-16
California,0,2024-08-16
Colorado,0,2024-08-16
Connecticut,0,2024-08-16
Delaware,0,2024-08-16
Florida,1,2024-08-16
Georgia,2,2024-08-16
Hawaii,0,2024-08-16
Idaho,0,2024-08-16
Illinois,0,2024-08-16
Indiana,0,2024-08-16
Iowa,0,2024-08-16
Kansas,0,2024-08-16
Kentucky,0,2024-08-16
Louisiana,0,2024-08-16
Maine,0,2024-08-16
Maryland,0,2024-08-16
Massachusetts,0,2024-08-16
Michigan,0,2024-08-16
Minnesota,1,2024-08-16
Mississippi,0,2024-08-16
Missouri,0,2024-08-16
Montana,0,2024-08-16
Nebraska,0,2024-08-16
Nevada,0,2024-08-16
New Hampshire,0,2024-08-16
New Jersey,3,2024-08-16
New Mexico,0,2024-08-16
New York,12,2024-08-16
North Carolina,3,2024-08-16
North Dakota,0,2024-08-16
Ohio,0,2024-08-16
Oklahoma,0,2024-08-16
Oregon,0,2024-08-16
Pennsylvania,0,2024-08-16
Rhode Island,0,2024-08-16
South Carolina,0,2024-08-16
South Dakota,0,2024-08-16
Tennessee,0,2024-08-16
Texas,0,2024-08-16
Utah,0,2024-08-16
Vermont,0,2024-08-16
Virginia,0,2024-08-16
Washington,5,2024-08-16
West Virginia,0,2024-08-16
Wisconsin,0,2024-08-16
Wyoming,0,2024-08-16
DC,0,2024-08-16
Alabama,0,2024-08-12
Alaska,0,2024-08-12
Arizona,0,2024-08-12
Arkansas,0,2024-08-12
California,0,2024-08-12
Colorado,0,2024-08-12
Connecticut,0,2024-08-12
Delaware,0,2024-08-12
Florida,2,2024-08-12
Georgia,0,2024-08-12
Hawaii,0,2024-08-12
Idaho,0,2024-08-12
Illinois,0,2024-08-12
Indiana,0,2024-08-12
Iowa,0,2024-08-12
Kansas,0,2024-08-12
Kentucky,0,2024-08-12
Louisiana,0,2024-08-12
Maine,0,2024-08-12
Maryland,0,2024-08-12
Massachusetts,0,2024-08-12
Michigan,0,2024-08-12
Minnesota,14,2024-08-12
Mississippi,0,2024-08-12
Missouri,0,2024-08-12
Montana,1,2024-08-12
Nebraska,0,2024-08-12
Nevada,0,2024-08-12
New Hampshire,0,2024-08-12
New Jersey,0,2024-08-12
New Mexico,0,2024-08-12
New York,2,2024-08-12
North Carolina,0,2024-08-12
North Dakota,0,2024-08-12
Ohio,0,2024-08-12
Oklahoma,0,2024-08-12
Oregon,0,2024-08-12
Pennsylvania,0,2024-08-12
Rhode Island,0,2024-08-12
South Carolina,0,2024-08-12
South Dakota,0,2024-08-12
Tennessee,0,2024-08-12
Texas,1,2024-08-12
Utah,0,2024-08-12
Vermont,0,2024-08-12
Virginia,0,2024-08-12
Washington,5,2024-08-12
West Virginia,0,2024-08-12
Wisconsin,0,2024-08-12
Wyoming,0,2024-08-12
DC,0,2024-08-12
Alabama,0,2024-08-06
Alaska,7,2024-08-06
Arizona,34,2024-08-06
Arkansas,0,2024-08-06
California,77,2024-08-06
Colorado,0,2024-08-06
Connecticut,0,2024-08-06
Delaware,2,2024-08-06
Florida,58,2024-08-06
Georgia,65,2024-08-06
Hawaii,0,2024-08-06
Idaho,0,2024-08-06
Illinois,0,2024-08-06
Indiana,1,2024-08-06
Iowa,3,2024-08-06
Kansas,0,2024-08-06
Kentucky,0,2024-08-06
Louisiana,0,2024-08-06
Maine,0,2024-08-06
Maryland,0,2024-08-06
Massachusetts,0,2024-08-06
Michigan,45,2024-08-06
Minnesota,2,2024-08-06
Mississippi,0,2024-08-06
Missouri,21,2024-08-06
Montana,1,2024-08-06
Nebraska,0,2024-08-06
Nevada,2,2024-08-06
New Hampshire,0,2024-08-06
New Jersey,0,2024-08-06
New Mexico,0,2024-08-06
New York,58,2024-08-06
North Carolina,5,2024-08-06
North Dakota,0,2024-08-06
Ohio,3,2024-08-06
Oklahoma,0,2024-08-06
Oregon,0,2024-08-06
Pennsylvania,5,2024-08-06
Rhode Island,0,2024-08-06
South Carolina,37,2024-08-06
South Dakota,0,2024-08-06
Tennessee,0,2024-08-06
Texas,8,2024-08-06
Utah,0,2024-08-06
Vermont,0,2024-08-06
Virginia,0,2024-08-06
Washington,189,2024-08-06
West Virginia,0,2024-08-06
Wisconsin,2,2024-08-06
Wyoming,0,2024-08-06
DC,0,2024-08-06
Alabama,0,2024-08-07
Alaska,0,2024-08-07
Arizona,0,2024-08-07
Arkansas,0,2024-08-07
California,0,2024-08-07
Colorado,0,2024-08-07
Connecticut,0,2024-08-07
Delaware,0,2024-08-07
Florida,0,2024-08-07
Georgia,3,2024-08-07
Hawaii,0,2024-08-07
Idaho,0,2024-08-07
Illinois,0,2024-08-07
Indiana,0,2024-08-07
Iowa,0,2024-08-07
Kansas,0,2024-08-07
Kentucky,0,2024-08-07
Louisiana,4,2024-08-07
Maine,0,2024-08-07
Maryland,0,2024-08-07
Massachusetts,0,2024-08-07
Michigan,0,2024-08-07
Minnesota,14,2024-08-07
Mississippi,0,2024-08-07
Missouri,0,2024-08-07
Montana,0,2024-08-07
Nebraska,0,2024-08-07
Nevada,0,2024-08-07
New Hampshire,0,2024-08-07
New Jersey,0,2024-08-07
New Mexico,0,2024-08-07
New York,0,2024-08-07
North Carolina,0,2024-08-07
North Dakota,0,2024-08-07
Ohio,0,2024-08-07
Oklahoma,0,2024-08-07
Oregon,0,2024-08-07
Pennsylvania,1,2024-08-07
Rhode Island,0,2024-08-07
South Carolina,0,2024-08-07
South Dakota,0,2024-08-07
Tennessee,0,2024-08-07
Texas,0,2024-08-07
Utah,0,2024-08-07
Vermont,0,2024-08-07
Virginia,0,2024-08-07
Washington,3,2024-08-07
West Virginia,0,2024-08-07
Wisconsin,2,2024-08-07
Wyoming,0,2024-08-07
DC,0,2024-08-07
Alabama,0,2024-08-13
Alaska,0,2024-08-13
Arizona,0,2024-08-13
Arkansas,0,2024-08-13
California,0,2024-08-13
Colorado,38,2024-08-13
Connecticut,0,2024-08-13
Delaware,0,2024-08-13
Florida,0,2024-08-13
Georgia,3,2024-08-13
Hawaii,0,2024-08-13
Idaho,0,2024-08-13
Illinois,0,2024-08-13
Indiana,0,2024-08-13
Iowa,0,2024-08-13
Kansas,0,2024-08-13
Kentucky,0,2024-08-13
Louisiana,0,2024-08-13
Maine,1,2024-08-13
Maryland,0,2024-08-13
Massachusetts,0,2024-08-13
Michigan,2,2024-08-13
Minnesota,2,2024-08-13
Mississippi,0,2024-08-13
Missouri,4,2024-08-13
Montana,0,2024-08-13
Nebraska,0,2024-08-13
Nevada,0,2024-08-13
New Hampshire,0,2024-08-13
New Jersey,0,2024-08-13
New Mexico,0,2024-08-13
New York,9,2024-08-13
North Carolina,0,2024-08-13
North Dakota,0,2024-08-13
Ohio,0,2024-08-13
Oklahoma,1,2024-08-13
Oregon,0,2024-08-13
Pennsylvania,0,2024-08-13
Rhode Island,0,2024-08-13
South Carolina,0,2024-08-13
South Dakota,0,2024-08-13
Tennessee,0,2024-08-13
Texas,3,2024-08-13
Utah,0,2024-08-13
Vermont,0,2024-08-13
Virginia,1,2024-08-13
Washington,2,2024-08-13
West Virginia,0,2024-08-13
Wisconsin,0,2024-08-13
Wyoming,0,2024-08-13
DC,0,2024-08-13
Alabama,1,2024-08-05
Alaska,25,2024-08-05
Arizona,72,2024-08-05
Arkansas,0,2024-08-05
California,33,2024-08-05
Colorado,1,2024-08-05
Connecticut,0,2024-08-05
Delaware,0,2024-08-05
Florida,90,2024-08-05
Georgia,119,2024-08-05
Hawaii,0,2024-08-05
Idaho,0,2024-08-05
Illinois,1,2024-08-05
Indiana,1,2024-08-05
Iowa,0,2024-08-05
Kansas,0,2024-08-05
Kentucky,2,2024-08-05
Louisiana,0,2024-08-05
Maine,1,2024-08-05
Maryland,0,2024-08-05
Massachusetts,1,2024-08-05
Michigan,47,2024-08-05
Minnesota,16,2024-08-05
Mississippi,0,2024-08-05
Missouri,65,2024-08-05
Montana,0,2024-08-05
Nebraska,0,2024-08-05
Nevada,6,2024-08-05
New Hampshire,0,2024-08-05
New Jersey,8,2024-08-05
New Mexico,2,2024-08-05
New York,111,2024-08-05
North Carolina,9,2024-08-05
North Dakota,0,2024-08-05
Ohio,2,2024-08-05
Oklahoma,0,2024-08-05
Oregon,0,2024-08-05
Pennsylvania,35,2024-08-05
Rhode Island,0,2024-08-05
South Carolina,50,2024-08-05
South Dakota,2,2024-08-05
Tennessee,0,2024-08-05
Texas,16,2024-08-05
Utah,0,2024-08-05
Vermont,0,2024-08-05
Virginia,25,2024-08-05
Washington,117,2024-08-05
West Virginia,0,2024-08-05
Wisconsin,8,2024-08-05
Wyoming,1,2024-08-05
DC,0,2024-08-05
Alabama,0,2024-08-11
Alaska,0,2024-08-11
Arizona,3,2024-08-11
Arkansas,0,2024-08-11
California,0,2024-08-11
Colorado,0,2024-08-11
Connecticut,0,2024-08-11
Delaware,1,2024-08-11
Florida,2,2024-08-11
Georgia,2,2024-08-11
Hawaii,2,2024-08-11
Idaho,0,2024-08-11
Illinois,0,2024-08-11
Indiana,0,2024-08-11
Iowa,0,2024-08-11
Kansas,0,2024-08-11
Kentucky,0,2024-08-11
Louisiana,0,2024-08-11
Maine,5,2024-08-11
Maryland,0,2024-08-11
Massachusetts,0,2024-08-11
Michigan,5,2024-08-11
Minnesota,11,2024-08-11
Mississippi,0,2024-08-11
Missouri,0,2024-08-11
Montana,15,2024-08-11
Nebraska,0,2024-08-11
Nevada,0,2024-08-11
New Hampshire,1,2024-08-11
New Jersey,0,2024-08-11
New Mexico,0,2024-08-11
New York,3,2024-08-11
North Carolina,0,2024-08-11
North Dakota,0,2024-08-11
Ohio,2,2024-08-11
Oklahoma,0,2024-08-11
Oregon,0,2024-08-11
Pennsylvania,4,2024-08-11
Rhode Island,0,2024-08-11
South Carolina,1,2024-08-11
South Dakota,0,2024-08-11
Tennessee,0,2024-08-11
Texas,0,2024-08-11
Utah,0,2024-08-11
Vermont,0,2024-08-11
Virginia,0,2024-08-11
Washington,4,2024-08-11
West Virginia,0,2024-08-11
Wisconsin,2,2024-08-11
Wyoming,0,2024-08-11
DC,1,2024-08-11
Alabama,0,2024-08-10
Alaska,0,2024-08-10
Arizona,3,2024-08-10
Arkansas,0,2024-08-10
California,0,2024-08-10
Colorado,0,2024-08-10
Connecticut,0,2024-08-10
Delaware,0,2024-08-10
Florida,1,2024-08-10
Georgia,2,2024-08-10
Hawaii,2,2024-08-10
Idaho,0,2024-08-10
Illinois,0,2024-08-10
Indiana,0,2024-08-10
Iowa,0,2024-08-10
Kansas,0,2024-08-10
Kentucky,0,2024-08-10
Louisiana,0,2024-08-10
Maine,0,2024-08-10
Maryland,0,2024-08-10
Massachusetts,0,2024-08-10
Michigan,0,2024-08-10
Minnesota,11,2024-08-10
Mississippi,0,2024-08-10
Missouri,0,2024-08-10
Montana,3,2024-08-10
Nebraska,0,2024-08-10
Nevada,0,2024-08-10
New Hampshire,0,2024-08-10
New Jersey,0,2024-08-10
New Mexico,0,2024-08-10
New York,1,2024-08-10
North Carolina,0,2024-08-10
North Dakota,0,2024-08-10
Ohio,0,2024-08-10
Oklahoma,0,2024-08-10
Oregon,0,2024-08-10
Pennsylvania,0,2024-08-10
Rhode Island,0,2024-08-10
South Carolina,0,2024-08-10
South Dakota,0,2024-08-10
Tennessee,0,2024-08-10
Texas,0,2024-08-10
Utah,0,2024-08-10
Vermont,0,2024-08-10
Virginia,0,2024-08-10
Washington,8,2024-08-10
West Virginia,0,2024-08-10
Wisconsin,0,2024-08-10
Wyoming,0,2024-08-10
DC,0,2024-08-10
