state,state_name_count,feed_date
Alabama,0,2024-09-15
Alaska,0,2024-09-15
Arizona,0,2024-09-15
Arkansas,0,2024-09-15
California,0,2024-09-15
Colorado,0,2024-09-15
Connecticut,0,2024-09-15
Delaware,0,2024-09-15
Florida,0,2024-09-15
Georgia,2,2024-09-15
Hawaii,0,2024-09-15
Idaho,0,2024-09-15
Illinois,0,2024-09-15
Indiana,0,2024-09-15
Iowa,0,2024-09-15
Kansas,13,2024-09-15
Kentucky,0,2024-09-15
Louisiana,0,2024-09-15
Maine,0,2024-09-15
Maryland,0,2024-09-15
Massachusetts,0,2024-09-15
Michigan,0,2024-09-15
Minnesota,1,2024-09-15
Mississippi,0,2024-09-15
Missouri,0,2024-09-15
Montana,0,2024-09-15
Nebraska,0,2024-09-15
Nevada,0,2024-09-15
New Hampshire,0,2024-09-15
New Jersey,0,2024-09-15
New Mexico,0,2024-09-15
New York,3,2024-09-15
North Carolina,0,2024-09-15
North Dakota,0,2024-09-15
Ohio,1,2024-09-15
Oklahoma,0,2024-09-15
Oregon,0,2024-09-15
Pennsylvania,33,2024-09-15
Rhode Island,0,2024-09-15
South Carolina,0,2024-09-15
South Dakota,0,2024-09-15
Tennessee,0,2024-09-15
Texas,0,2024-09-15
Utah,0,2024-09-15
Vermont,0,2024-09-15
Virginia,0,2024-09-15
Washington,9,2024-09-15
West Virginia,0,2024-09-15
Wisconsin,5,2024-09-15
Wyoming,0,2024-09-15
DC,0,2024-09-15
Alabama,0,2024-09-14
Alaska,0,2024-09-14
Arizona,0,2024-09-14
Arkansas,0,2024-09-14
California,0,2024-09-14
Colorado,1,2024-09-14
Connecticut,0,2024-09-14
Delaware,0,2024-09-14
Florida,0,2024-09-14
Georgia,0,2024-09-14
Hawaii,0,2024-09-14
Idaho,0,2024-09-14
Illinois,1,2024-09-14
Indiana,0,2024-09-14
Iowa,0,2024-09-14
Kansas,0,2024-09-14
Kentucky,0,2024-09-14
Louisiana,0,2024-09-14
Maine,0,2024-09-14
Maryland,0,2024-09-14
Massachusetts,0,2024-09-14
Michigan,0,2024-09-14
Minnesota,0,2024-09-14
Mississippi,0,2024-09-14
Missouri,0,2024-09-14
Montana,0,2024-09-14
Nebraska,0,2024-09-14
Nevada,3,2024-09-14
New Hampshire,0,2024-09-14
New Jersey,2,2024-09-14
New Mexico,0,2024-09-14
New York,14,2024-09-14
North Carolina,13,2024-09-14
North Dakota,0,2024-09-14
Ohio,0,2024-09-14
Oklahoma,0,2024-09-14
Oregon,0,2024-09-14
Pennsylvania,0,2024-09-14
Rhode Island,0,2024-09-14
South Carolina,0,2024-09-14
South Dakota,0,2024-09-14
Tennessee,0,2024-09-14
Texas,0,2024-09-14
Utah,0,2024-09-14
Vermont,0,2024-09-14
Virginia,0,2024-09-14
Washington,24,2024-09-14
West Virginia,0,2024-09-14
Wisconsin,0,2024-09-14
Wyoming,0,2024-09-14
DC,0,2024-09-14
Alabama,0,2024-09-28
Alaska,0,2024-09-28
Arizona,23,2024-09-28
Arkansas,0,2024-09-28
California,0,2024-09-28
Colorado,0,2024-09-28
Connecticut,0,2024-09-28
Delaware,0,2024-09-28
Florida,0,2024-09-28
Georgia,3,2024-09-28
Hawaii,0,2024-09-28
Idaho,0,2024-09-28
Illinois,0,2024-09-28
Indiana,0,2024-09-28
Iowa,0,2024-09-28
Kansas,0,2024-09-28
Kentucky,0,2024-09-28
Louisiana,0,2024-09-28
Maine,0,2024-09-28
Maryland,0,2024-09-28
Massachusetts,0,2024-09-28
Michigan,0,2024-09-28
Minnesota,2,2024-09-28
Mississippi,0,2024-09-28
Missouri,0,2024-09-28
Montana,0,2024-09-28
Nebraska,0,2024-09-28
Nevada,0,2024-09-28
New Hampshire,0,2024-09-28
New Jersey,0,2024-09-28
New Mexico,0,2024-09-28
New York,7,2024-09-28
North Carolina,6,2024-09-28
North Dakota,0,2024-09-28
Ohio,2,2024-09-28
Oklahoma,0,2024-09-28
Oregon,0,2024-09-28
Pennsylvania,2,2024-09-28
Rhode Island,0,2024-09-28
South Carolina,0,2024-09-28
South Dakota,0,2024-09-28
Tennessee,0,2024-09-28
Texas,1,2024-09-28
Utah,0,2024-09-28
Vermont,0,2024-09-28
Virginia,0,2024-09-28
Washington,5,2024-09-28
West Virginia,0,2024-09-28
Wisconsin,0,2024-09-28
Wyoming,0,2024-09-28
DC,1,2024-09-28
Alabama,0,2024-09-04
Alaska,0,2024-09-04
Arizona,1,2024-09-04
Arkansas,0,2024-09-04
California,0,2024-09-04
Colorado,0,2024-09-04
Connecticut,0,2024-09-04
Delaware,0,2024-09-04
Florida,2,2024-09-04
Georgia,2,2024-09-04
Hawaii,0,2024-09-04
Idaho,0,2024-09-04
Illinois,0,2024-09-04
Indiana,1,2024-09-04
Iowa,0,2024-09-04
Kansas,0,2024-09-04
Kentucky,0,2024-09-04
Louisiana,0,2024-09-04
Maine,0,2024-09-04
Maryland,1,2024-09-04
Massachusetts,0,2024-09-04
Michigan,0,2024-09-04
Minnesota,0,2024-09-04
Mississippi,0,2024-09-04
Missouri,0,2024-09-04
Montana,0,2024-09-04
Nebraska,0,2024-09-04
Nevada,0,2024-09-04
New Hampshire,0,2024-09-04
New Jersey,0,2024-09-04
New Mexico,0,2024-09-04
New York,0,2024-09-04
North Carolina,2,2024-09-04
North Dakota,0,2024-09-04
Ohio,0,2024-09-04
Oklahoma,0,2024-09-04
Oregon,0,2024-09-04
Pennsylvania,3,2024-09-04
Rhode Island,0,2024-09-04
South Carolina,0,2024-09-04
South Dakota,0,2024-09-04
Tennessee,0,2024-09-04
Texas,3,2024-09-04
Utah,0,2024-09-04
Vermont,0,2024-09-04
Virginia,0,2024-09-04
Washington,3,2024-09-04
West Virginia,0,2024-09-04
Wisconsin,1,2024-09-04
Wyoming,0,2024-09-04
DC,0,2024-09-04
Alabama,0,2024-09-10
Alaska,0,2024-09-10
Arizona,0,2024-09-10
Arkansas,0,2024-09-10
California,0,2024-09-10
Colorado,0,2024-09-10
Connecticut,0,2024-09-10
Delaware,0,2024-09-10
Florida,2,2024-09-10
Georgia,2,2024-09-10
Hawaii,0,2024-09-10
Idaho,0,2024-09-10
Illinois,0,2024-09-10
Indiana,0,2024-09-10
Iowa,0,2024-09-10
Kansas,0,2024-09-10
Kentucky,0,2024-09-10
Louisiana,0,2024-09-10
Maine,0,2024-09-10
Maryland,0,2024-09-10
Massachusetts,0,2024-09-10
Michigan,0,2024-09-10
Minnesota,0,2024-09-10
Mississippi,0,2024-09-10
Missouri,0,2024-09-10
Montana,0,2024-09-10
Nebraska,0,2024-09-10
Nevada,0,2024-09-10
New Hampshire,0,2024-09-10
New Jersey,0,2024-09-10
New Mexico,0,2024-09-10
New York,6,2024-09-10
North Carolina,0,2024-09-10
North Dakota,0,2024-09-10
Ohio,0,2024-09-10
Oklahoma,0,2024-09-10
Oregon,0,2024-09-10
Pennsylvania,1,2024-09-10
Rhode Island,0,2024-09-10
South Carolina,1,2024-09-10
South Dakota,0,2024-09-10
Tennessee,0,2024-09-10
Texas,0,2024-09-10
Utah,0,2024-09-10
Vermont,0,2024-09-10
Virginia,0,2024-09-10
Washington,4,2024-09-10
West Virginia,0,2024-09-10
Wisconsin,0,2024-09-10
Wyoming,0,2024-09-10
DC,0,2024-09-10
Alabama,0,2024-09-11
Alaska,0,2024-09-11
Arizona,0,2024-09-11
Arkansas,0,2024-09-11
California,0,2024-09-11
Colorado,0,2024-09-11
Connecticut,0,2024-09-11
Delaware,0,2024-09-11
Florida,0,2024-09-11
Georgia,0,2024-09-11
Hawaii,0,2024-09-11
Idaho,0,2024-09-11
Illinois,0,2024-09-11
Indiana,6,2024-09-11
Iowa,0,2024-09-11
Kansas,0,2024-09-11
Kentucky,0,2024-09-11
Louisiana,0,2024-09-11
Maine,0,2024-09-11
Maryland,0,2024-09-11
Massachusetts,0,2024-09-11
Michigan,0,2024-09-11
Minnesota,0,2024-09-11
Mississippi,0,2024-09-11
Missouri,0,2024-09-11
Montana,0,2024-09-11
Nebraska,0,2024-09-11
Nevada,0,2024-09-11
New Hampshire,0,2024-09-11
New Jersey,0,2024-09-11
New Mexico,0,2024-09-11
New York,2,2024-09-11
North Carolina,0,2024-09-11
North Dakota,0,2024-09-11
Ohio,0,2024-09-11
Oklahoma,0,2024-09-11
Oregon,0,2024-09-11
Pennsylvania,1,2024-09-11
Rhode Island,0,2024-09-11
South Carolina,0,2024-09-11
South Dakota,0,2024-09-11
Tennessee,0,2024-09-11
Texas,0,2024-09-11
Utah,0,2024-09-11
Vermont,0,2024-09-11
Virginia,1,2024-09-11
Washington,12,2024-09-11
West Virginia,0,2024-09-11
Wisconsin,0,2024-09-11
Wyoming,0,2024-09-11
DC,0,2024-09-11
Alabama,0,2024-09-05
Alaska,0,2024-09-05
Arizona,1,2024-09-05
Arkansas,0,2024-09-05
California,0,2024-09-05
Colorado,0,2024-09-05
Connecticut,0,2024-09-05
Delaware,0,2024-09-05
Florida,1,2024-09-05
Georgia,0,2024-09-05
Hawaii,0,2024-09-05
Idaho,0,2024-09-05
Illinois,0,2024-09-05
Indiana,0,2024-09-05
Iowa,0,2024-09-05
Kansas,1,2024-09-05
Kentucky,0,2024-09-05
Louisiana,0,2024-09-05
Maine,0,2024-09-05
Maryland,0,2024-09-05
Massachusetts,0,2024-09-05
Michigan,0,2024-09-05
Minnesota,1,2024-09-05
Mississippi,0,2024-09-05
Missouri,0,2024-09-05
Montana,0,2024-09-05
Nebraska,0,2024-09-05
Nevada,0,2024-09-05
New Hampshire,0,2024-09-05
New Jersey,0,2024-09-05
New Mexico,0,2024-09-05
New York,1,2024-09-05
North Carolina,0,2024-09-05
North Dakota,0,2024-09-05
Ohio,0,2024-09-05
Oklahoma,0,2024-09-05
Oregon,0,2024-09-05
Pennsylvania,6,2024-09-05
Rhode Island,0,2024-09-05
South Carolina,0,2024-09-05
South Dakota,0,2024-09-05
Tennessee,3,2024-09-05
Texas,0,2024-09-05
Utah,0,2024-09-05
Vermont,0,2024-09-05
Virginia,0,2024-09-05
Washington,25,2024-09-05
West Virginia,0,2024-09-05
Wisconsin,2,2024-09-05
Wyoming,2,2024-09-05
DC,12,2024-09-05
Alabama,0,2024-09-13
Alaska,0,2024-09-13
Arizona,1,2024-09-13
Arkansas,0,2024-09-13
California,0,2024-09-13
Colorado,0,2024-09-13
Connecticut,0,2024-09-13
Delaware,0,2024-09-13
Florida,0,2024-09-13
Georgia,30,2024-09-13
Hawaii,0,2024-09-13
Idaho,1,2024-09-13
Illinois,0,2024-09-13
Indiana,0,2024-09-13
Iowa,0,2024-09-13
Kansas,0,2024-09-13
Kentucky,0,2024-09-13
Louisiana,0,2024-09-13
Maine,0,2024-09-13
Maryland,0,2024-09-13
Massachusetts,0,2024-09-13
Michigan,0,2024-09-13
Minnesota,1,2024-09-13
Mississippi,0,2024-09-13
Missouri,0,2024-09-13
Montana,0,2024-09-13
Nebraska,0,2024-09-13
Nevada,25,2024-09-13
New Hampshire,0,2024-09-13
New Jersey,0,2024-09-13
New Mexico,0,2024-09-13
New York,1,2024-09-13
North Carolina,1,2024-09-13
North Dakota,0,2024-09-13
Ohio,0,2024-09-13
Oklahoma,0,2024-09-13
Oregon,0,2024-09-13
Pennsylvania,1,2024-09-13
Rhode Island,0,2024-09-13
South Carolina,0,2024-09-13
South Dakota,0,2024-09-13
Tennessee,0,2024-09-13
Texas,0,2024-09-13
Utah,0,2024-09-13
Vermont,0,2024-09-13
Virginia,0,2024-09-13
Washington,3,2024-09-13
West Virginia,0,2024-09-13
Wisconsin,0,2024-09-13
Wyoming,0,2024-09-13
DC,0,2024-09-13
Alabama,0,2024-09-07
Alaska,0,2024-09-07
Arizona,3,2024-09-07
Arkansas,0,2024-09-07
California,0,2024-09-07
Colorado,0,2024-09-07
Connecticut,0,2024-09-07
Delaware,0,2024-09-07
Florida,0,2024-09-07
Georgia,2,2024-09-07
Hawaii,0,2024-09-07
Idaho,0,2024-09-07
Illinois,0,2024-09-07
Indiana,0,2024-09-07
Iowa,0,2024-09-07
Kansas,0,2024-09-07
Kentucky,0,2024-09-07
Louisiana,0,2024-09-07
Maine,0,2024-09-07
Maryland,0,2024-09-07
Massachusetts,0,2024-09-07
Michigan,0,2024-09-07
Minnesota,1,2024-09-07
Mississippi,0,2024-09-07
Missouri,0,2024-09-07
Montana,0,2024-09-07
Nebraska,0,2024-09-07
Nevada,0,2024-09-07
New Hampshire,0,2024-09-07
New Jersey,0,2024-09-07
New Mexico,0,2024-09-07
New York,18,2024-09-07
North Carolina,0,2024-09-07
North Dakota,0,2024-09-07
Ohio,0,2024-09-07
Oklahoma,0,2024-09-07
Oregon,0,2024-09-07
Pennsylvania,0,2024-09-07
Rhode Island,0,2024-09-07
South Carolina,0,2024-09-07
South Dakota,0,2024-09-07
Tennessee,0,2024-09-07
Texas,1,2024-09-07
Utah,0,2024-09-07
Vermont,0,2024-09-07
Virginia,5,2024-09-07
Washington,4,2024-09-07
West Virginia,0,2024-09-07
Wisconsin,0,2024-09-07
Wyoming,0,2024-09-07
DC,0,2024-09-07
Alabama,0,2024-09-06
Alaska,0,2024-09-06
Arizona,0,2024-09-06
Arkansas,0,2024-09-06
California,0,2024-09-06
Colorado,0,2024-09-06
Connecticut,0,2024-09-06
Delaware,0,2024-09-06
Florida,0,2024-09-06
Georgia,73,2024-09-06
Hawaii,0,2024-09-06
Idaho,0,2024-09-06
Illinois,0,2024-09-06
Indiana,0,2024-09-06
Iowa,0,2024-09-06
Kansas,0,2024-09-06
Kentucky,0,2024-09-06
Louisiana,0,2024-09-06
Maine,0,2024-09-06
Maryland,0,2024-09-06
Massachusetts,0,2024-09-06
Michigan,0,2024-09-06
Minnesota,1,2024-09-06
Mississippi,0,2024-09-06
Missouri,0,2024-09-06
Montana,0,2024-09-06
Nebraska,0,2024-09-06
Nevada,1,2024-09-06
New Hampshire,0,2024-09-06
New Jersey,0,2024-09-06
New Mexico,0,2024-09-06
New York,2,2024-09-06
North Carolina,4,2024-09-06
North Dakota,0,2024-09-06
Ohio,0,2024-09-06
Oklahoma,0,2024-09-06
Oregon,0,2024-09-06
Pennsylvania,1,2024-09-06
Rhode Island,0,2024-09-06
South Carolina,0,2024-09-06
South Dakota,0,2024-09-06
Tennessee,0,2024-09-06
Texas,0,2024-09-06
Utah,0,2024-09-06
Vermont,0,2024-09-06
Virginia,2,2024-09-06
Washington,2,2024-09-06
West Virginia,0,2024-09-06
Wisconsin,0,2024-09-06
Wyoming,0,2024-09-06
DC,0,2024-09-06
Alabama,0,2024-09-12
Alaska,0,2024-09-12
Arizona,0,2024-09-12
Arkansas,0,2024-09-12
California,0,2024-09-12
Colorado,0,2024-09-12
Connecticut,0,2024-09-12
Delaware,0,2024-09-12
Florida,0,2024-09-12
Georgia,0,2024-09-12
Hawaii,0,2024-09-12
Idaho,0,2024-09-12
Illinois,0,2024-09-12
Indiana,0,2024-09-12
Iowa,0,2024-09-12
Kansas,1,2024-09-12
Kentucky,0,2024-09-12
Louisiana,13,2024-09-12
Maine,0,2024-09-12
Maryland,0,2024-09-12
Massachusetts,0,2024-09-12
Michigan,0,2024-09-12
Minnesota,0,2024-09-12
Mississippi,0,2024-09-12
Missouri,0,2024-09-12
Montana,0,2024-09-12
Nebraska,0,2024-09-12
Nevada,0,2024-09-12
New Hampshire,0,2024-09-12
New Jersey,0,2024-09-12
New Mexico,0,2024-09-12
New York,32,2024-09-12
North Carolina,0,2024-09-12
North Dakota,0,2024-09-12
Ohio,0,2024-09-12
Oklahoma,0,2024-09-12
Oregon,0,2024-09-12
Pennsylvania,0,2024-09-12
Rhode Island,0,2024-09-12
South Carolina,0,2024-09-12
South Dakota,0,2024-09-12
Tennessee,0,2024-09-12
Texas,0,2024-09-12
Utah,0,2024-09-12
Vermont,0,2024-09-12
Virginia,0,2024-09-12
Washington,0,2024-09-12
West Virginia,0,2024-09-12
Wisconsin,0,2024-09-12
Wyoming,0,2024-09-12
DC,0,2024-09-12
Alabama,0,2024-09-23
Alaska,0,2024-09-23
Arizona,0,2024-09-23
Arkansas,0,2024-09-23
California,0,2024-09-23
Colorado,1,2024-09-23
Connecticut,0,2024-09-23
Delaware,1,2024-09-23
Florida,0,2024-09-23
Georgia,7,2024-09-23
Hawaii,0,2024-09-23
Idaho,0,2024-09-23
Illinois,0,2024-09-23
Indiana,0,2024-09-23
Iowa,2,2024-09-23
Kansas,0,2024-09-23
Kentucky,0,2024-09-23
Louisiana,0,2024-09-23
Maine,0,2024-09-23
Maryland,0,2024-09-23
Massachusetts,0,2024-09-23
Michigan,14,2024-09-23
Minnesota,0,2024-09-23
Mississippi,0,2024-09-23
Missouri,0,2024-09-23
Montana,0,2024-09-23
Nebraska,0,2024-09-23
Nevada,0,2024-09-23
New Hampshire,0,2024-09-23
New Jersey,0,2024-09-23
New Mexico,0,2024-09-23
New York,1,2024-09-23
North Carolina,0,2024-09-23
North Dakota,0,2024-09-23
Ohio,2,2024-09-23
Oklahoma,0,2024-09-23
Oregon,0,2024-09-23
Pennsylvania,1,2024-09-23
Rhode Island,0,2024-09-23
South Carolina,0,2024-09-23
South Dakota,0,2024-09-23
Tennessee,0,2024-09-23
Texas,0,2024-09-23
Utah,0,2024-09-23
Vermont,0,2024-09-23
Virginia,0,2024-09-23
Washington,1,2024-09-23
West Virginia,0,2024-09-23
Wisconsin,0,2024-09-23
Wyoming,0,2024-09-23
DC,0,2024-09-23
Alabama,0,2024-09-22
Alaska,0,2024-09-22
Arizona,1,2024-09-22
Arkansas,0,2024-09-22
California,1,2024-09-22
Colorado,1,2024-09-22
Connecticut,0,2024-09-22
Delaware,0,2024-09-22
Florida,0,2024-09-22
Georgia,6,2024-09-22
Hawaii,0,2024-09-22
Idaho,0,2024-09-22
Illinois,0,2024-09-22
Indiana,10,2024-09-22
Iowa,2,2024-09-22
Kansas,0,2024-09-22
Kentucky,0,2024-09-22
Louisiana,0,2024-09-22
Maine,1,2024-09-22
Maryland,0,2024-09-22
Massachusetts,0,2024-09-22
Michigan,2,2024-09-22
Minnesota,0,2024-09-22
Mississippi,0,2024-09-22
Missouri,0,2024-09-22
Montana,0,2024-09-22
Nebraska,2,2024-09-22
Nevada,2,2024-09-22
New Hampshire,0,2024-09-22
New Jersey,0,2024-09-22
New Mexico,0,2024-09-22
New York,0,2024-09-22
North Carolina,1,2024-09-22
North Dakota,0,2024-09-22
Ohio,1,2024-09-22
Oklahoma,0,2024-09-22
Oregon,0,2024-09-22
Pennsylvania,6,2024-09-22
Rhode Island,0,2024-09-22
South Carolina,0,2024-09-22
South Dakota,0,2024-09-22
Tennessee,0,2024-09-22
Texas,0,2024-09-22
Utah,0,2024-09-22
Vermont,0,2024-09-22
Virginia,0,2024-09-22
Washington,5,2024-09-22
West Virginia,0,2024-09-22
Wisconsin,2,2024-09-22
Wyoming,0,2024-09-22
DC,0,2024-09-22
Alabama,0,2024-09-08
Alaska,0,2024-09-08
Arizona,0,2024-09-08
Arkansas,0,2024-09-08
California,0,2024-09-08
Colorado,0,2024-09-08
Connecticut,0,2024-09-08
Delaware,0,2024-09-08
Florida,0,2024-09-08
Georgia,3,2024-09-08
Hawaii,0,2024-09-08
Idaho,0,2024-09-08
Illinois,0,2024-09-08
Indiana,0,2024-09-08
Iowa,0,2024-09-08
Kansas,0,2024-09-08
Kentucky,0,2024-09-08
Louisiana,0,2024-09-08
Maine,0,2024-09-08
Maryland,0,2024-09-08
Massachusetts,0,2024-09-08
Michigan,2,2024-09-08
Minnesota,0,2024-09-08
Mississippi,0,2024-09-08
Missouri,0,2024-09-08
Montana,0,2024-09-08
Nebraska,0,2024-09-08
Nevada,0,2024-09-08
New Hampshire,0,2024-09-08
New Jersey,0,2024-09-08
New Mexico,0,2024-09-08
New York,0,2024-09-08
North Carolina,2,2024-09-08
North Dakota,0,2024-09-08
Ohio,0,2024-09-08
Oklahoma,0,2024-09-08
Oregon,0,2024-09-08
Pennsylvania,1,2024-09-08
Rhode Island,0,2024-09-08
South Carolina,1,2024-09-08
South Dakota,0,2024-09-08
Tennessee,0,2024-09-08
Texas,0,2024-09-08
Utah,2,2024-09-08
Vermont,0,2024-09-08
Virginia,0,2024-09-08
Washington,7,2024-09-08
West Virginia,0,2024-09-08
Wisconsin,0,2024-09-08
Wyoming,1,2024-09-08
DC,0,2024-09-08
Alabama,0,2024-09-20
Alaska,0,2024-09-20
Arizona,0,2024-09-20
Arkansas,0,2024-09-20
California,6,2024-09-20
Colorado,0,2024-09-20
Connecticut,0,2024-09-20
Delaware,0,2024-09-20
Florida,0,2024-09-20
Georgia,2,2024-09-20
Hawaii,0,2024-09-20
Idaho,0,2024-09-20
Illinois,3,2024-09-20
Indiana,0,2024-09-20
Iowa,0,2024-09-20
Kansas,0,2024-09-20
Kentucky,0,2024-09-20
Louisiana,0,2024-09-20
Maine,0,2024-09-20
Maryland,0,2024-09-20
Massachusetts,0,2024-09-20
Michigan,1,2024-09-20
Minnesota,50,2024-09-20
Mississippi,0,2024-09-20
Missouri,1,2024-09-20
Montana,0,2024-09-20
Nebraska,2,2024-09-20
Nevada,0,2024-09-20
New Hampshire,0,2024-09-20
New Jersey,0,2024-09-20
New Mexico,0,2024-09-20
New York,12,2024-09-20
North Carolina,1,2024-09-20
North Dakota,0,2024-09-20
Ohio,0,2024-09-20
Oklahoma,3,2024-09-20
Oregon,0,2024-09-20
Pennsylvania,0,2024-09-20
Rhode Island,0,2024-09-20
South Carolina,0,2024-09-20
South Dakota,0,2024-09-20
Tennessee,0,2024-09-20
Texas,4,2024-09-20
Utah,0,2024-09-20
Vermont,0,2024-09-20
Virginia,0,2024-09-20
Washington,14,2024-09-20
West Virginia,0,2024-09-20
Wisconsin,0,2024-09-20
Wyoming,0,2024-09-20
DC,0,2024-09-20
Alabama,0,2024-09-21
Alaska,0,2024-09-21
Arizona,2,2024-09-21
Arkansas,0,2024-09-21
California,0,2024-09-21
Colorado,0,2024-09-21
Connecticut,0,2024-09-21
Delaware,0,2024-09-21
Florida,1,2024-09-21
Georgia,4,2024-09-21
Hawaii,0,2024-09-21
Idaho,0,2024-09-21
Illinois,0,2024-09-21
Indiana,0,2024-09-21
Iowa,2,2024-09-21
Kansas,0,2024-09-21
Kentucky,0,2024-09-21
Louisiana,0,2024-09-21
Maine,0,2024-09-21
Maryland,0,2024-09-21
Massachusetts,0,2024-09-21
Michigan,0,2024-09-21
Minnesota,10,2024-09-21
Mississippi,0,2024-09-21
Missouri,0,2024-09-21
Montana,0,2024-09-21
Nebraska,0,2024-09-21
Nevada,0,2024-09-21
New Hampshire,0,2024-09-21
New Jersey,0,2024-09-21
New Mexico,0,2024-09-21
New York,9,2024-09-21
North Carolina,3,2024-09-21
North Dakota,0,2024-09-21
Ohio,0,2024-09-21
Oklahoma,0,2024-09-21
Oregon,0,2024-09-21
Pennsylvania,0,2024-09-21
Rhode Island,0,2024-09-21
South Carolina,0,2024-09-21
South Dakota,5,2024-09-21
Tennessee,0,2024-09-21
Texas,0,2024-09-21
Utah,0,2024-09-21
Vermont,0,2024-09-21
Virginia,5,2024-09-21
Washington,3,2024-09-21
West Virginia,0,2024-09-21
Wisconsin,1,2024-09-21
Wyoming,0,2024-09-21
DC,0,2024-09-21
Alabama,0,2024-09-09
Alaska,0,2024-09-09
Arizona,0,2024-09-09
Arkansas,0,2024-09-09
California,0,2024-09-09
Colorado,0,2024-09-09
Connecticut,0,2024-09-09
Delaware,0,2024-09-09
Florida,2400,2024-09-09
Georgia,0,2024-09-09
Hawaii,0,2024-09-09
Idaho,0,2024-09-09
Illinois,0,2024-09-09
Indiana,0,2024-09-09
Iowa,0,2024-09-09
Kansas,0,2024-09-09
Kentucky,0,2024-09-09
Louisiana,0,2024-09-09
Maine,0,2024-09-09
Maryland,300,2024-09-09
Massachusetts,0,2024-09-09
Michigan,0,2024-09-09
Minnesota,0,2024-09-09
Mississippi,0,2024-09-09
Missouri,0,2024-09-09
Montana,0,2024-09-09
Nebraska,0,2024-09-09
Nevada,0,2024-09-09
New Hampshire,0,2024-09-09
New Jersey,0,2024-09-09
New Mexico,0,2024-09-09
New York,600,2024-09-09
North Carolina,0,2024-09-09
North Dakota,0,2024-09-09
Ohio,0,2024-09-09
Oklahoma,0,2024-09-09
Oregon,0,2024-09-09
Pennsylvania,514,2024-09-09
Rhode Island,0,2024-09-09
South Carolina,0,2024-09-09
South Dakota,0,2024-09-09
Tennessee,0,2024-09-09
Texas,0,2024-09-09
Utah,0,2024-09-09
Vermont,0,2024-09-09
Virginia,0,2024-09-09
Washington,100,2024-09-09
West Virginia,0,2024-09-09
Wisconsin,1228,2024-09-09
Wyoming,0,2024-09-09
DC,0,2024-09-09
Alabama,0,2024-09-25
Alaska,0,2024-09-25
Arizona,1,2024-09-25
Arkansas,0,2024-09-25
California,0,2024-09-25
Colorado,0,2024-09-25
Connecticut,0,2024-09-25
Delaware,0,2024-09-25
Florida,0,2024-09-25
Georgia,0,2024-09-25
Hawaii,0,2024-09-25
Idaho,0,2024-09-25
Illinois,0,2024-09-25
Indiana,0,2024-09-25
Iowa,0,2024-09-25
Kansas,2,2024-09-25
Kentucky,0,2024-09-25
Louisiana,0,2024-09-25
Maine,0,2024-09-25
Maryland,0,2024-09-25
Massachusetts,0,2024-09-25
Michigan,0,2024-09-25
Minnesota,1,2024-09-25
Mississippi,0,2024-09-25
Missouri,0,2024-09-25
Montana,0,2024-09-25
Nebraska,4,2024-09-25
Nevada,0,2024-09-25
New Hampshire,0,2024-09-25
New Jersey,0,2024-09-25
New Mexico,0,2024-09-25
New York,19,2024-09-25
North Carolina,0,2024-09-25
North Dakota,0,2024-09-25
Ohio,0,2024-09-25
Oklahoma,0,2024-09-25
Oregon,0,2024-09-25
Pennsylvania,1,2024-09-25
Rhode Island,0,2024-09-25
South Carolina,1,2024-09-25
South Dakota,1,2024-09-25
Tennessee,0,2024-09-25
Texas,0,2024-09-25
Utah,0,2024-09-25
Vermont,0,2024-09-25
Virginia,4,2024-09-25
Washington,0,2024-09-25
West Virginia,3,2024-09-25
Wisconsin,0,2024-09-25
Wyoming,0,2024-09-25
DC,0,2024-09-25
Alabama,0,2024-09-19
Alaska,0,2024-09-19
Arizona,2,2024-09-19
Arkansas,0,2024-09-19
California,0,2024-09-19
Colorado,0,2024-09-19
Connecticut,0,2024-09-19
Delaware,0,2024-09-19
Florida,0,2024-09-19
Georgia,4,2024-09-19
Hawaii,0,2024-09-19
Idaho,0,2024-09-19
Illinois,0,2024-09-19
Indiana,0,2024-09-19
Iowa,1,2024-09-19
Kansas,0,2024-09-19
Kentucky,0,2024-09-19
Louisiana,0,2024-09-19
Maine,1,2024-09-19
Maryland,2,2024-09-19
Massachusetts,0,2024-09-19
Michigan,0,2024-09-19
Minnesota,0,2024-09-19
Mississippi,0,2024-09-19
Missouri,0,2024-09-19
Montana,0,2024-09-19
Nebraska,0,2024-09-19
Nevada,0,2024-09-19
New Hampshire,0,2024-09-19
New Jersey,0,2024-09-19
New Mexico,0,2024-09-19
New York,6,2024-09-19
North Carolina,1,2024-09-19
North Dakota,0,2024-09-19
Ohio,0,2024-09-19
Oklahoma,0,2024-09-19
Oregon,0,2024-09-19
Pennsylvania,2,2024-09-19
Rhode Island,0,2024-09-19
South Carolina,0,2024-09-19
South Dakota,0,2024-09-19
Tennessee,0,2024-09-19
Texas,0,2024-09-19
Utah,0,2024-09-19
Vermont,0,2024-09-19
Virginia,0,2024-09-19
Washington,9,2024-09-19
West Virginia,0,2024-09-19
Wisconsin,0,2024-09-19
Wyoming,0,2024-09-19
DC,0,2024-09-19
Alabama,0,2024-09-18
Alaska,0,2024-09-18
Arizona,0,2024-09-18
Arkansas,0,2024-09-18
California,0,2024-09-18
Colorado,0,2024-09-18
